Size_m2,Bedrooms,Bathrooms,YearBuilt,Price,Location_City,Location_Suburb,HouseAge,Rooms_per_1000m2,Size_per_Bedroom,Is_City,LogPrice
0.5013271178832128,1.6104426873699573,-1.4325563469186786,-0.673959640533453,686.0,0,1,0.6739596405334584,0.1741811538071578,-0.5718900199999408,0,6.532334292222349
-0.13615587771688153,1.1143149974721787,-0.7236164353700585,1.4464652818082135,588.0,0,1,-1.4464652818082084,0.37722196863443885,-0.578897019707479,0,6.3784261836515865
0.6528837066482207,-1.3663234520167151,-0.014676523821438534,0.38625282063738026,136.0,1,0,-0.38625282063737504,-1.0328378016269313,1.3600319232688514,1,4.919980925828125
1.5311190701154638,-0.37406807222115757,-1.4325563469186786,-1.4161083633530362,408.0,1,0,1.4161083633530418,-0.9461644483340665,0.027473660162780484,1,6.013715156042802
-0.23251781343064842,1.1143149974721787,0.6942633877271814,0.1742103284032136,840.0,1,0,-0.17421032840320835,0.7284713430274288,-0.587718581092268,1,6.734591659972948
-0.23251781343064842,0.6181873075743999,-0.014676523821438534,1.7115183971009218,400.0,0,1,-1.711518397100917,0.29126072383184615,-0.5292617787512927,0,5.993961427306569
1.587685965922121,1.1143149974721787,1.4032032992758015,-1.151055248060328,504.0,0,1,1.1510552480603335,-0.025381644637619147,-0.4210859864536428,0,6.22455842927536
0.7731836548731607,-0.37406807222115757,-1.4325563469186786,0.8633484281642552,354.0,1,0,-0.8633484281642501,-0.8275301725766838,-0.11129843364666928,1,5.872117789475416
-0.46900098161427634,-1.3663234520167151,-0.014676523821438534,-0.24987465606511972,106.0,1,0,0.24987465606512502,-0.8163440213467513,0.7438067776744445,1,4.672828834461906
0.546611128811993,0.12205961767662118,-0.7236164353700585,-0.5679383944163697,344.0,0,1,0.5679383944163751,-0.43182913581024046,-0.334587227115767,0,5.84354441703136
-0.46335953917533734,0.6181873075743999,-0.014676523821438534,0.7573271820471719,650.0,1,0,-0.7573271820471668,0.4389181487092867,-0.5546209760992116,1,6.478509642208569
-0.4662564961034411,0.8662511525232893,0.6942633877271814,-0.4089065252407447,770.0,1,0,0.40890652524075005,0.7554154302412136,-0.5844904378007111,1,6.647688373563329
0.24487019403739674,-0.6221319171700469,1.4032032992758015,-0.03783216383095306,340.0,1,0,0.03783216383095834,-0.33551499426578596,-0.0736337164936398,1,5.831882477283517
-1.9194615740906458,0.37012346262551055,0.6942633877271814,-0.832991509709078,369.0,0,1,0.8329915097090834,2.4137420853864255,-0.6962014530583758,0,5.91350300563827
-1.729787131008484,-0.6221319171700469,-0.014676523821438534,0.38625282063738026,240.0,0,1,-0.38625282063737504,0.5921706703765276,-0.5074870386242818,0,5.484796933490655
-0.5624659603999396,0.12205961767662118,-1.4325563469186786,-0.1438534099480364,256.0,0,1,0.1438534099480417,-0.14051658629121636,-0.4868847845041101,0,5.54907608489522
-1.0143912411841252,-1.1182596070678257,-1.4325563469186786,1.393454658749672,108.0,0,1,-1.3934546587496668,-0.8313150535428313,0.0028235376856644186,0,4.6913478822291435
0.3171416458227217,-1.6143872969656043,-1.4325563469186786,-0.24987465606511972,36.0,0,1,0.24987465606512502,-1.354654529703993,3.2312358411834783,0,3.6109179126442243
-0.9094909061033155,-1.3663234520167151,-1.4325563469186786,0.7573271820471719,68.0,0,1,-0.7573271820471668,-1.0484586038365578,0.5018559152631589,0,4.23410650459726
-1.4152385971833235,-0.12600422727226818,-0.014676523821438534,-0.514927771357828,287.0,0,1,0.5149277713578334,0.7115794411808373,-0.5645560003857333,0,5.662960480135946
1.4730274601361202,-0.8701957621189362,1.4032032992758015,1.2874334126325886,144.0,0,1,-1.2874334126325835,-0.7483858271030691,0.46525760204968286,0,4.976733742420574
-0.22397941406360575,-0.6221319171700469,-1.4325563469186786,-1.6811614786457445,160.0,0,1,1.6811614786457503,-0.7312296218286433,-0.17664498709449872,0,5.081404364984463
0.06922312134394784,-1.3663234520167151,1.4032032992758015,-0.19686403300657804,140.0,1,0,0.19686403300658337,-0.6712486904209248,1.0394407493988609,1,4.948759890378168
-1.4280461962338875,-0.8701957621189362,1.4032032992758015,0.9163590512227969,244.0,1,0,-0.9163590512227918,0.4934499134046208,-0.33148851409769237,1,5.501258210544727
-0.5441693903277051,-0.12600422727226818,-0.7236164353700585,1.6585077740423801,364.0,1,0,-1.6585077740423753,-0.1498061843419647,-0.4278537033026422,1,5.8998973535824915
0.11313488951730996,-1.1182596070678257,1.4032032992758015,0.22722095146175525,177.0,1,0,-0.22722095146175003,-0.5513153090905556,0.4157061100939852,1,5.181783550292085
-1.153140230898568,-1.6143872969656043,-0.014676523821438534,1.4994759048667552,50.0,0,1,-1.49947590486675,-0.7841721699734922,1.6160526177622057,0,3.9318256327243257
0.3795024554855868,0.37012346262551055,-0.7236164353700585,-1.3630977402944946,495.0,1,0,1.3630977402945001,-0.2580821372027896,-0.4155864687548977,1,6.206575926724928
-0.6007362861343627,-0.37406807222115757,1.4032032992758015,1.6585077740423801,414.0,1,0,-1.6585077740423753,0.20877483373259867,-0.36285251478063685,1,6.028278520230698
-0.2906094234099922,-1.1182596070678257,-1.4325563469186786,-0.7799808866505363,168.0,1,0,0.7799808866505418,-1.009567933475153,0.2678612078982809,1,5.1298987149230735
-0.6021085288897803,-1.1182596070678257,-0.7236164353700585,-0.19686403300657804,132.0,0,1,0.19686403300658337,-0.7792394183074355,0.15379506923293945,0,4.890349128221754
1.8610672170847544,-0.37406807222115757,-0.014676523821438534,1.4464652818082135,408.0,1,0,-1.4464652818082084,-0.8111415587875486,0.0878846058484874,1,6.013715156042802
-0.011434258391151326,-0.8701957621189362,-1.4325563469186786,1.1284015434569634,232.0,1,0,-1.1284015434569585,-0.9218246282521312,0.05756746767164931,1,5.4510384535657
-1.059675252112905,-0.37406807222115757,0.6942633877271814,-0.6209490174749114,372.0,1,0,0.6209490174749167,0.3636360127114674,-0.4468806786041017,1,5.921578419643816
0.8285307793416691,-0.8701957621189362,0.6942633877271814,-0.6209490174749114,156.0,0,1,0.6209490174749167,-0.7282391975099498,0.2882540895172314,0,5.056245805348308
-1.2240394399284757,0.37012346262551055,1.4032032992758015,1.3404440356911302,522.0,1,0,-1.3404440356911251,1.356037314123709,-0.6113171883410283,1,6.259581464064923
0.2122413107419121,0.37012346262551055,0.6942633877271814,0.8633484281642552,306.0,0,1,-0.8633484281642501,0.05961014062753592,-0.43600261398509504,0,5.726847747587197
-1.9648980564366942,-1.1182596070678257,1.4032032992758015,0.1742103284032136,90.0,0,1,-0.17421032840320835,0.9456311522137362,-0.345237308344555,0,4.51085950651685
-1.3316842605201207,-1.1182596070678257,-0.014676523821438534,-0.832991509709078,210.0,1,0,0.8329915097090834,-0.2698119089585818,-0.11336424232538571,1,5.351858133476067
0.199586183108617,-0.6221319171700469,-0.7236164353700585,1.0753909203984218,225.0,0,1,-1.0753909203984169,-0.7047693346092614,-0.083583097751674,0,5.420534999272286
0.7434517285057801,0.12205961767662118,-1.4325563469186786,-0.9390127558261613,256.0,0,1,0.9390127558261667,-0.5987624247843231,-0.3075572372081025,0,5.54907608489522
0.17412345642475743,0.8662511525232893,-0.014676523821438534,0.38625282063738026,660.0,1,0,-0.38625282063737504,0.20649294291694026,-0.5205366556094905,1,6.493753839851686
-0.1134376365438572,-0.6221319171700469,-0.7236164353700585,0.9693696742813386,250.0,0,1,-0.9693696742813335,-0.6198413066521058,-0.15235777695283287,0,5.5254529391317835
-0.3005200655324525,-0.8701957621189362,0.6942633877271814,1.7115183971009218,248.0,1,0,-1.711518397100917,-0.41205089029393915,-0.02182658479145177,1,5.517452896464707
-1.4818686065297102,0.37012346262551055,-1.4325563469186786,-1.0450340019432447,576.0,1,0,1.04503400194325,0.7909463370983706,-0.6427882016357083,1,6.3578422665081
-0.7211887057765716,0.37012346262551055,-1.4325563469186786,0.2802315745202969,468.0,1,0,-0.2802315745202917,0.1174200951487797,-0.5499384764274543,1,6.150602768446279
-0.46046258224723363,0.12205961767662118,-1.4325563469186786,-0.355895902182203,304.0,0,1,0.3558959021822084,-0.1908438974033618,-0.47287776417240796,0,5.720311776607412
1.0636417047698794,0.37012346262551055,0.6942633877271814,-0.9390127558261613,522.0,1,0,0.9390127558261667,-0.25579335222038746,-0.33207940982336126,1,6.259581464064923
0.3468735721901026,-0.6221319171700469,0.6942633877271814,-1.469118986411578,295.0,1,0,1.4691189864115834,-0.49315002868881946,-0.051222483962916315,1,5.69035945432406
